Cohort,Model,Feature_Type,Fold,Selected_Threshold,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_aplasia_45_days,XGBoost,Groups,2,0.0,0.7831682620483594,0.7970221455619659,0.5613688448839725,0.5341130604288499
mimic_cohort_aplasia_45_days,XGBoost,Groups,3,0.005,0.7697391061212199,0.8074681803065575,0.580290294163187,0.5343228200371057
mimic_cohort_aplasia_45_days,XGBoost,Groups,4,0.0,0.8159801128786182,0.6974032513307438,0.36874677115399235,0.49911504424778763
mimic_cohort_aplasia_45_days,RandomForest,Groups,0,0.0,0.7531825373993095,0.8236921883812747,0.5611323778499354,0.5588752196836555
mimic_cohort_aplasia_45_days,RandomForest,Groups,1,0.005,0.7478864996098153,0.7754370464294387,0.49344702511568383,0.5197934595524957
mimic_cohort_aplasia_45_days,RandomForest,Groups,2,0.01,0.7774636197642891,0.7883846494445436,0.5598831900939698,0.5114638447971781
mimic_cohort_aplasia_45_days,RandomForest,Groups,3,0.001,0.7765249279476921,0.7769144722919248,0.5195413774523132,0.5138888888888888
mimic_cohort_aplasia_45_days,RandomForest,Groups,4,0.005,0.8154946708062606,0.6983923176521363,0.36562458775996254,0.498371335504886
mimic_cohort_aplasia_45_days,CatBoost,Groups,0,0.0,0.7686037591100882,0.8408276931754088,0.6027899301502969,0.5673249551166966
mimic_cohort_aplasia_45_days,CatBoost,Groups,1,0.0,0.7496206537761206,0.7735148514851485,0.47918527637019936,0.4953789279112754
mimic_cohort_aplasia_45_days,CatBoost,Groups,2,0.001,0.7860233497482433,0.8085641401825306,0.5709415245688672,0.5633270321361059
mimic_cohort_aplasia_45_days,CatBoost,Groups,3,0.0,0.7894567040908504,0.7979184932128065,0.5616938350533687,0.5211009174311927
mimic_cohort_aplasia_45_days,CatBoost,Groups,4,0.001,0.8218587630295853,0.7043590850237377,0.3647214532687341,0.504258943781942
mimic_cohort_aplasia_45_days,XGBoost,Combined,0,0.0,0.7640666954353664,0.8497884940778341,0.6239124170269778,0.5838264299802761
mimic_cohort_aplasia_45_days,XGBoost,Combined,1,0.0,0.7609522674065725,0.8037169180133272,0.5372095555840968,0.5362035225048923
mimic_cohort_aplasia_45_days,XGBoost,Combined,2,0.0,0.8042881646655232,0.8378272104257949,0.6139795359876119,0.604
mimic_cohort_aplasia_45_days,XGBoost,Combined,3,0.005,0.8133092442035531,0.827425401336276,0.6116310476624552,0.5692307692307692
mimic_cohort_aplasia_45_days,XGBoost,Combined,4,0.0,0.8311995220262671,0.735502086030787,0.40211205650950216,0.5182481751824818
mimic_cohort_aplasia_45_days,RandomForest,Combined,0,0.005,0.7647020042194094,0.835307388606881,0.6146744129130846,0.5591397849462365
mimic_cohort_aplasia_45_days,RandomForest,Combined,1,0.005,0.7551374317176797,0.7999399735613888,0.527172977790484,0.5380530973451327
mimic_cohort_aplasia_45_days,RandomForest,Combined,2,0.005,0.8028108227743043,0.8119576782516174,0.5901886033591988,0.562390158172232
mimic_cohort_aplasia_45_days,RandomForest,Combined,3,0.01,0.7993074375188196,0.7942565831242253,0.5786288682326957,0.5280289330922242
mimic_cohort_aplasia_45_days,RandomForest,Combined,4,0.0,0.8348003286069412,0.7236764494317364,0.4263015468658873,0.4863123993558776
mimic_cohort_aplasia_45_days,CatBoost,Combined,0,0.005,0.7787686996547756,0.8539128595600677,0.6372094707639773,0.5931558935361216
mimic_cohort_aplasia_45_days,CatBoost,Combined,1,0.001,0.7642525795543224,0.8045701027868456,0.5222763068107675,0.5461538461538461
mimic_cohort_aplasia_45_days,CatBoost,Combined,2,0.005,0.8114258839152326,0.8366806109029389,0.608215697915828,0.5930232558139535
mimic_cohort_aplasia_45_days,CatBoost,Combined,3,0.001,0.8251602357293415,0.8119841581763764,0.5843182433464054,0.5538461538461539
mimic_cohort_aplasia_45_days,CatBoost,Combined,4,0.0,0.8422206574272637,0.7405481225722919,0.42482164181554977,0.5137931034482759
