Cohort,Model,Feature_Type,Fold,Selected_Threshold,Val_AUC_Best,Test_AUC,Test_AUPRC,Test_F1
mimic_cohort_NF_30_days,CatBoost,Groups,3,0.005,0.6889373845895586,0.7236832962757087,0.189109756304254,0.18803418803418803
mimic_cohort_NF_30_days,CatBoost,Groups,4,0.0,0.7189575881451201,0.6812054089928654,0.22066804093740147,0.20095693779904306
mimic_cohort_NF_30_days,XGBoost,Combined,0,0.01,0.6860560588901472,0.6480788327858835,0.10493483642917209,0.17346938775510204
mimic_cohort_NF_30_days,XGBoost,Combined,1,0.0,0.7091689250225836,0.6071611144244697,0.07665054675202307,0.13496932515337423
mimic_cohort_NF_30_days,XGBoost,Combined,2,0.001,0.7039680050188206,0.7477909381462681,0.2462509211425593,0.20359281437125748
mimic_cohort_NF_30_days,XGBoost,Combined,3,0.0,0.6729226120530468,0.7186110339077266,0.15373706901714057,0.2026431718061674
mimic_cohort_NF_30_days,XGBoost,Combined,4,0.005,0.6618229432805314,0.679940268790443,0.1533669900704426,0.1787709497206704
mimic_cohort_NF_30_days,RandomForest,Combined,0,0.01,0.761268403171008,0.6586777175158506,0.11556165071312166,0.1506849315068493
mimic_cohort_NF_30_days,RandomForest,Combined,1,0.0,0.7167419451972298,0.6606777711510607,0.1343864710032448,0.16091954022988506
mimic_cohort_NF_30_days,RandomForest,Combined,2,0.0,0.7446831869510665,0.7840571536003008,0.2895301118446674,0.35714285714285715
mimic_cohort_NF_30_days,RandomForest,Combined,3,0.005,0.7069330199764983,0.7739021678710395,0.18657122897972234,0.2360248447204969
mimic_cohort_NF_30_days,RandomForest,Combined,4,0.0,0.717648185998978,0.6615853658536585,0.2124804850869934,0.2601626016260163
mimic_cohort_NF_30_days,CatBoost,Combined,0,0.0,0.7296998867497169,0.7377014742953174,0.14825672610857824,0.22535211267605634
mimic_cohort_NF_30_days,CatBoost,Combined,1,0.005,0.7447154471544716,0.6372262929198262,0.1007253813576999,0.13526570048309178
mimic_cohort_NF_30_days,CatBoost,Combined,2,0.005,0.7669071518193225,0.7797894341041549,0.2586024601271506,0.2639593908629442
mimic_cohort_NF_30_days,CatBoost,Combined,3,0.005,0.7094510659728052,0.7405068788215675,0.17780605589383108,0.2007168458781362
mimic_cohort_NF_30_days,CatBoost,Combined,4,0.001,0.7127299437915177,0.7232453957192634,0.24130565867081324,0.22797927461139897
